,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,https://servicodados.ibge.gov.br/api/docs/localidades?utm_source=,,,,,,,,,,,,,,,,,,
"out. 31, 2022",In Progress,FLO171121B,Maria Luiza ,Araújo Lopes,Flecha de isolados é entregue ao MPF em denúncia sobre assassinatos em RR,UOL,"nov. 17, 2021",Norte ; Roraima ; Alto Alegre; 1400050,Ação/prática comunicativa ; Carta Pública de denúncia,,,,Amazônia,Data inicial: 12/11/2021 Data final: 12/11/2021,Movimento Indígena,,Povo Yanomami,,,Estado,,"Outros
Ministério Público Federal (MPF)",,"8; Trabalho Decente e Crescimento Econômico
15; Vida Terrestre",Garimpo; Rio Apaiu; Faixa Preta,
"out. 31, 2022",In Progress,FLO031121A,Bruna,Gonçalves,Txai Suruí diz que foi intimidada por brasileiros na COP-26 após discurso: ‘Bem desconfortável’ ... Leia mais em https://www.cartacapital.com.br/politica/txai-surui-diz-que-foi-intimidada-por-brasileiros-na-cop-26-apos-discurso-bem-desconfortavel/. O conteúdo de CartaCapital está protegido pela legislação brasileira sobre direito autoral. Essa defesa é necessária para manter o jornalismo corajoso e transparente de CartaCapital vivo e acessível a todos,Carta Capital,"nov. 3, 2021",Internacional,Ação/prática comunicativa ; Entrevista concedida,,,,Amazônia,Data inicial: 03/11/2021 Data final: 03/11/2021,Movimento Indígena,,Outros,Txai Suruí (Movimento da Juventude Indígena de Rondônia),,NI,,NI,,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Mudanças climáticas; Desmatamento; Garimpo,
"out. 31, 2022",In Progress,FLO171121A,Maria Luiza,Araújo Lopes,"Guarani Kaiowá denunciam ataques com bombas de efeito moral, incêndio e pulverização de agrotóxico nas retomadas Avae’te, em Dourados",CIMI,"nov. 17, 2021",Centro-oeste ; Mato Grosso do Sul ; Dourados; 5003702,Ação/prática comunicativa ; Carta Pública de denúncia,,,,Mata Atlântica,Data inicial: 11/11/2021 Data final: 11/11/2021,Movimento Indígena,,Outros,Povo Guarani Kaiowá,,Estado,,Outros,Justiça Federal,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Seguranças Privados; Polícia Militar; Fazendeiros e Sitiantes,
"out. 31, 2022",In Progress,FLO161121A,Maria Luiza,Araújo Lopes ,Rodovia bloqueada por indígenas é liberada no Rio Grande do Sul,Canal Ideal,"nov. 16, 2021",Sul ; Rio Grande do Sul ; Nonoai; 4312708,,Ocupação,Bloqueio de Rodovia,,Pampa,Data inicial: 14/11/2021 Data final: 15/11/2021,Movimento Indígena,,Outros,Comunidade da Aldeia do Pinhalzinho,,Estado,,Outros,Brigada Militar; Polícia Civil; Justiça Federal,12; Consumo e Produção Responsáveis,Morte de morador; Confronto; Rodovia ERS-324,
"out. 31, 2022",In Progress,FLO191121C,Maria Luiza,Araújo Lopes,Registro participa do Dia de Jornada de Lutas contra preço da luz,Portal da Cidade,"nov. 19, 2021",Nacional,,Ocupação,Ocupação de Sedes de Energia,,,Data inicial: 18/11/2021 Data final: 18/11/2021,Movimento de Atingidos,,Movimento dos Atingidos por Barragens (MAB),,,NI,,NI,,7; Energia Limpa e Acessível,Preços Abusivos; Bandeiras de Tarifas; Escassez Hídrica,
"out. 31, 2022",In Progress,FLO221121E,Maria Luiza ,Araújo Lopes,#Chapada: Quilombolas de Piatã celebram Dia da Consciência Negra e afirmam que continuam “luta pela soberania e autonomia do território”,Jornal da Chapada,"nov. 22, 2021",Nordeste ; Bahia ; Piatã; 2924306,Não categorizado,Ação/Prática Comunicativa,Mobilização em Redes Sociais,sim,Mata Atlântica,Data inicial: 20/11/2021 Data final: 20/11/2021,"Movimento Negro
Movimento Quilombola",,Outros,Comunidades Bocaina e Mocó,,NI,,NI,,"10; Redução das Desigualdades
11; Cidades e Comunidades Sustentáveis
15; Vida Terrestre",Quilombos em Luta; Mineração; Resistência,
"out. 29, 2022",In Progress,FLO240621D,Paulo Vitor,Luna Torres,"Em carta ao STF, artistas, juristas e acadêmicos manifestam-se contra marco temporal e pedem proteção a direitos indígenas",Conselho indigenista missionário,"jun. 24, 2021",Nacional,Ação/prática comunicativa ; Carta Pública de denúncia,Ação/Prática Comunicativa ,Protocolamento de Carta ao STF (não categorizado),,,undefined,Movimento Indígena,,Outros,Lideranças indígenas que participam do acampamento Levante Pela Terra,,Estado,,Supremo Tribunal Federal (STF),,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Apoio a causa indígena; Resistência indígena; Defesa dos direitos e territórios indígenas.,
"out. 29, 2022",In Progress,FLO270621A,Paulo Vitor,Luna Torres,As mulheres indígenas de Aracruz contra o PL que tenta roubar suas terras,Século Diário ,"jun. 27, 2021",Nacional,,Ação/Prática Comunicativa ,Carta pública de denúncia ,,,,Movimento Indígena,,Outros,A Articulação Nacional das Mulheres Indígenas Guerreiras da Ancestralidade (Anmiga),,NI,,NI,,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Marco temporal; Luta pela terra; Mobilização indígena.,
"out. 29, 2022",In Progress,FLO250621C,Paulo Vitor,Luna Torres,Nota de solidariedade aos povos indígenas do Brasil,Movimento Nacional dos Catadores de Materiais Recicláveis,"jun. 25, 2021",Nacional,,Ação/Prática Comunicativa ,Nota de Solidariedade ,sim,,undefined,Outros,Movimento de Catadores de Materiais Recicláveis ,Outros,Movimento Nacional dos Catadores de Materiais Recicláveis,,NI,,NI,,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Apoio a causa indígena; Resistência indígena; Defesa dos direitos e territórios indígenas.,
"out. 29, 2022",In Progress,FLO060621B,Paulo Vitor,Luna Torres,Mulheres indígenas lançam álbum de carimbó para abrir espaço de luta,Carta Capital,"jun. 6, 2021",Nacional,,Ação/Prática Comunicativa , Produção de conteúdo artístico (não categorizado),,,,Movimento Indígena,,Outros,Mulheres indígenas Suraras do Tapajós,,NI,,NI,,15; Vida Terrestre,Cultura indígena; Produção de conteúdo artístico; Incentivos.,
"out. 29, 2022",In Progress,FLO140621G,Paulo Vitor,Luna Torres,Assentados do PA Caracol I e II em Formoso do Araguaia vivem momentos de aflição e incertezas,Portal do Amaral ,"jun. 14, 2021",Norte ; Tocantins ; Formoso do Araguaia; 1708205,,Ação/Prática Comunicativa ,Denúncia (Não categorizado),,Cerrado,undefined,Movimento Camponês,,Outros,Movimento de Assentados do PA Caracol I e II em Formoso do Araguaia,,NI,,NI,,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Luta pela Terra; Assentamento; Conflito fundiário.,
"out. 29, 2022",In Progress,FLO300621I,Paulo Vitor,Luna Torres,"Povo Guarani Kaiowa lança carta ao povo brasileiro: ""Se atacarem um de nós, todos nos levantaremos!""",A Nova Democracia,"jun. 30, 2021",Centro-oeste ; Mato Grosso do Sul ; Caarapó; 5002407,Eventos ; Assembleia,,,,Mata Atlântica e Cerrado,Data inicial: 21/06/2021 Data final: 24/06/2021,Movimento Indígena,,Outros,Povo Guarani Kaiowá ,,NI,,NI,,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Marco temporal; Luta pela terra; Mobilização indígena.,
"out. 29, 2022",In Progress,FLO300621H,Paulo Vitor,Luna Torres,"Povo Guarani Kaiowa lança carta ao povo brasileiro: ""Se atacarem um de nós, todos nos levantaremos!"" (2)",A Nova Democracia,"jun. 30, 2021",Centro-oeste ; Mato Grosso do Sul ; Caarapó; 5002407,Ação/prática comunicativa ; Carta Pública de denúncia,,,,Mata Atlântica e Cerrado,undefined,Movimento Indígena,,Outros,Povo Gaurani Kaiowá,,NI,,NI,,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Defesa do Território; Ataques a Território Indígena; Violência.,
"out. 29, 2022",In Progress,FLO300621G,Paulo Vitor,Luna Torres,"Povos indígenas lutam contra o massacre físico e cultural, diz liderança dos pataxós",Jornal da USP,"jun. 30, 2021",Nacional,Ação/prática comunicativa ; Entrevista concedida,,,,,,Movimento Indígena,,Outros,Representante do Povo Pataxó,,NI,,NI,,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Marco temporal; Luta pela terra; Mobilização indígena.,
"out. 29, 2022",In Progress,FLO300621F,Paulo Vitor,Luna Torres,Lideranças indígenas do Amazonas pedem apoio à Aleam contra o Projeto de Lei 490,Assembleia Legislativa do Estado do Amazonas,"jun. 30, 2021",Norte ; Amazonas ; Manaus; 1302603,Encontro ; Reunião de reivindicação de ato do legislativo,,Reunião de ,,Amazônia ,undefined,Movimento Indígena,,Outros,Comitiva formada por representantes dos Povos Mundurucu; Mura; Sateré; Kokama; Ticuna; Uitotos; e Kambeba,,Estado,,Outros,Assembleia Legislativa do Amazonas (Aleam),"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Marco temporal; Luta pela terra; Mobilização indígena.,
"out. 29, 2022",In Progress,FLO300621E,Paulo Vitor,Luna Torres,Guaranis ocupam o Pico do Jaraguá em pressão ao STF,Yahoo! Notícias ,"jun. 30, 2021",Sudeste ; São Paulo ; São Paulo; 3550308,,Ocupação,Ocupação de espaço público ,,Mata Atlântica,undefined,Movimento Indígena,,Outros,Povo Guarani-Mbya,,NI,,NI,,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Marco temporal; Luta pela terra; Mobilização indígena.,
"out. 29, 2022",In Progress,FLO240621C ,Paulo Vitor,Luna Torres,Indígenas feridos em protesto na frente da Câmara apontam truculência da PM,UOL ,"jun. 24, 2021",Centro-oeste ; Distrito Federal ; Brasília; 5300108,Ação/prática comunicativa ; Entrevista concedida,,,,Cerrado,,Movimento Indígena,,Outros,Representantes dos Povos Xipaya; Munduruku; Sapará; tupinikim; e Xipaya; Liderança do CIR (Conselho Indígena de Roraima) e do; Conselho Indigenista Missionário.,,NI,,NI,,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Marco temporal; Luta pela terra; Acampamento Levante Pela Terra.  ,
"out. 29, 2022",In Progress,FLO230621L,Paulo Vitor,Luna Torres,Sociedade Civil repudia violência contra indígenas em Brasília,Abrasco,"jun. 23, 2021",Nacional,Ação/prática comunicativa ; Nota de repúdio,,,,,undefined,Movimento Indígena,,"Outros
Articulação dos Povos Indígenas do Brasil (APIB)
Coordenação das Organizações Indígenas da Amazônia Brasileira (Coiab)
Articulação dos Povos e Organizações Indígenas do Nordeste, Minas Gerais e Espírito Santo (Apoinme)
Movimento dos Atingidos por Barragens (MAB)",Conselho Indigenista Missionário (Cimi); Articulação pela Convivência com a Amazônia – ARCA; ARPINSUL – Articulação dos Povos Indígenas do Sul; ATY GUASU – Grande Assembléia do povo Guarani; Associação de Mulheres Indígenas do Amazonas; Associação Quilombola de Conceição das Crioulas; Comunidade Kilombola Morada da Paz Conselho de cultura; Comissão Guarani Yvyrupa; Conselho do Povo Terena; Movimento de Mulheres Camponesas; Movimento de Mulheres Negras da Floresta-Dandara; Movimento Negro Unificado RJ; Movimento Passe Livre- DFE; Movimento dos Trabalhadores Rurais Sem Terra; Movimento Ousadia.,,"Empresa
Estado
Fundação
ONG
Partido
Sindicato",,Outros,"Associação Brasileira de Saúde Coletiva – Abrasco; Agência Amazônia Real; AMA Guaíba; AMA – Associação Comunitária Amigos do Meio Ambiente para a Ecologia, o Desenvolvimento e o Turismo Sustentáveis; Amazon Watch; Amigos da Terra Brasil; Amigos de la Tierra Argentina; ARPIN SUDESTE – Articulação dos Povos Indígenas do Sudeste; Artigo 19; Asibama/Acre; ASIBAMA-DF; ASIBAMA-RJ; ASSEMMA; Associação de Preservação do Meio Ambiente e da Vida – Apremavi; Associação dos Amigos do Teatro de Arena; Associação Floresta Protegida; Associação Potiguar Amigos da Natureza; ASSUFRGS; Ateliê de cultura; Bloco do Beco; Brigadas Populares; Campanha Estadual Fazendo Valer a Imple/ação Efetiva das Leis 10.639 e 11.645; Campanha Nem Um Poço a Mais; Casa de Cultura da Baixada Fluminense; Casa dos Saberes e Sabores; Central de Movimentos Populares – CMP; Central dos Movimentos Populares de Porto Alegre; Central Única dos Trabalhadores – CUT; Centro Acadêmico Célia Helena; Centro de Cultura Negra do Maranhão; Centro de Trabalho Indigenista (CTI); Centro de Defesa de Direitos Humanos Nenzinha Machado; Centro dos direitos humanos em porto nacional em Tocantins; Centro Popular de Direitos Humanos – CPDH;  CEPC- RJ; Cia Colhendo Contos e Diáspora Negra; Cia de Artes Decálogo Jalc; Cia. Supernova Produções; Cocar Círculo de Conversa; COECOCEIBA – Amigos de la Tierra Costa Rica; Coletiva Tear e Poesia de Arte Têxtil Preta Nativa; Coletivo #VEM; Coletivo Floresta Manaós; COLETIVO INDÍGENA MURA DE PORTO VELHO – COINMU; Coletivo Pedra Rubra; Coletivo Sarabaquê; Comissão Pastoral da Terra – CPT/MG; Comitê Binacional Defensor da Vida Amazônica na bacia do Rio Madeira; Comitê Brasileiro de Defensores e Defensoras de Direitos Humanos; Comitê dos Povos e Comunidades Tradicionais do Pampa; Comitê Goiano de Direitos Humanos Dom Tomás Balduino; Comitê Nacional em Defesa dos Territórios frente à Mineração; Conselho Estadual de Política Cultural RJ CEPC-RJ; Conselho Municipal de cultura de Santo Antônio de Pádua/RJ; Conservação Internacional (CI-Brasil); Cooperativa Habitacional Central do Brasil Coohabras; COOPERENGES STARTUP; Coordenação Nacional de Entidades Negras CONEN; Cores Aposentados – Sindicato Municipal de Porto Alegre/RS – Simpa; CPI-Acre – Comissão Pró Índio do Acre; Cpers Sindicato; Criola; E.L.A.S Coletivo Feminista; Egbe Ilê Iya Omidaye Ase Obalayo; Espaço cultural arteira; Espaço Cultural CITA; Evangélicas pela Igualdade de Gênero; Fórum de Acompanhamento de Conflitos Agrários e Desenvolvimento do Amapá – FACADE; Fórum Grita Baixada; Fórum Permanente de Cultura da Baixada Litorânea (RJ); Frente Ampla Cultura SP; Fundação Amazônia Sustentável – FAZ; Grupo de Ações Afirmativas em Culturas,  Educação e Desenvolvimento Social; Greenpeace Brasil; Greenpeace – Voluntário SP; Greenpeace grupo de voluntários de Macapá; Greenpeace Recife; Grito dos Excluídos de Itanhaém; Grupo Carta de Belém; Grupo de Educação Ambiental Mamangava; Grupo de Voluntários Greenpeace Belém; Grupo de Voluntários Greenpeace Fortaleza; Guardiões da APA Bacia Do Cobre/São Bartolomeu; Hora do Sabbat; Horta Inteligente; IBDU – Instituto Brasileiro de Direito Urbanístico; IGBA – Heranças Ancestrais; Igualdade 23; Ilé À?? Òpó ?d?bomin; Imaflora; Iniciativa Direito à Memória e Justiça Racial-Baixada Fluminense-RJ; Instituto Candeeiro; Iepé – Instituto de Pesquisa e Formação Indígena; Instituto CoMPaz; Instituto de Conservação e Desenvolvimento Sustentável da Amazônia – Idesam; Instituto de Desenvolvimento Sustentável Mamirauá – IDSM; Instituto de Estudos Socioeconômicos;  Instituto DH; Instituto Madeira Vivo – IMV; Instituto Sociedade, População e Natureza – ISPN; Instituto Socioambiental – ISA; Instituto Territórios e Justiça; Instituto Vida de Direitos Civis e Ecológicos; International Rivers; IPÊ – Instituto de Pesquisas Ecológicas; Justiça Global; Leila Ramos Neves; Luna educação arte e cultura; MAIS – Movimento de Apoio à Inclusão Social; Marcha Mundial das Mulheres; Marcha Mundial das Mulheres RS; Maré Socioambiental – Movimento Amplo de Resistência ao Desmonte da Política Socioambiental; Mídia Ninja; Movimento Nacional de Direitos Humanos – MNDH Brasil; Mulheres da CASA; NIPAM – Núcleo Interdisciplinar de Pesquisa e Ação sobre Mulheres e Relações de gênero-sexo; Nós Fazemos o Clima; nuances Grupo pela Livre Expressão Sexual; Núcleo Coletivo das Artes Produções, Núcleo de Permacultura do CITA – NUPECI; O Não-Lugar; Observatório do Clima; Observatório Indigenista; Okearô Soluções Socioambientais; OMIR;  ONG Floresta Viva; Ouvidoria/DPE/Acre; PAD- Processo de Articulação e Diálogo Internacional; PSOL; Psol Núcleo Penha; PT Porto Alegre; Rede Apoio Covid; Rede de Cooperação Amazônica – RCA; Rede Brasileira de Conselhos- RBdC; Rede de Pequenas Bibliotecas Beija Flor; Rede Nacional de Advogados e Advogadas Populares – Renap DF; Rede Nacional de Advogados e Advogadas Populares – Renap/RO; Rede Permaperifa; Revolução Solidária; Sindicato dos Professores do Ensino Oficial do Estado de São Paulo – Apeoesp; SMDH- Sociedade Maranhense de Direitos Humanos; Sociedade Civil Mamirauá – SCM; Terra de Direitos; UBM – Uniao Brasileira de Mulheres do DF; Universidade Estadual Rio de Janeiro – UERJ; Uma Gota No Oceano; W.Rocha Produções e Eventos; WWF Brasil; WCS Brasil; Youth4Nature; Zanzalab.","11; Cidades e Comunidades Sustentáveis
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Solidariedade aos indígenas; Violação de direitos; Luta pelo direito ao território.,
"out. 29, 2022",In Progress,FLO230621K,Paulo Vitor,Luna Torres,Moradores do Quilombo protestam por reabertura da UBS fechada no governo passado,Campos 24 horas ,"jun. 23, 2021",Sudeste ; Rio de Janeiro ; Campos dos Goytacazes; 3301009,Não categorizado,Ocupação,Ocupação de espaço público ,,Mata Atlântica,undefined,Movimento Quilombola,,Outros,Moradores de Quilombo do Distrito de Dores de Macabu,,Estado,,Outros,UBS- Unidade Básica de Saúde de Quilombo,"3; Saúde e Bem-Estar
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Saúde quilombola; Mobilização da comunidade.,
